timestep,pX,pY,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y
743,1.4,1.5512113270172145,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17250834648283264,-0.2915217710911129,-0.3907558254695185,-0.44305479378342805,-0.44305479378342805,-0.41301662343386675,-0.3302199869423377,-0.193284536638929,0.0
744,1.4,1.5513686961490156,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1726316108709927,-0.29132845634174437,-0.39049659922459384,-0.4427608304390348,-0.4427608304390348,-0.4127426115138501,-0.33000096874571927,-0.1931564712949446,0.0
745,1.4,1.5515283746043644,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17275314832672214,-0.2911322292743862,-0.3902334693098082,-0.4424624409561539,-0.4424624409561539,-0.41246447353777793,-0.3297786516345044,-0.19302647502657397,0.0
746,1.4,1.5516903608151233,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17287295764328103,-0.29093309186587063,-0.389966438375979,-0.44215962834081085,-0.44215962834081085,-0.4121822123076602,-0.32955303784835877,-0.1928945491434344,0.0
747,1.4,1.5518546531900852,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1729910376312169,-0.2907310461221234,-0.3896955091129207,-0.44185239564324746,-0.44185239564324746,-0.4118958306667256,-0.32932412965990354,-0.19276069497443282,0.0
748,1.4,1.5520212501149886,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1731073871183765,-0.2905260940781437,-0.3894206842494176,-0.44154074595789117,-0.44154074595789117,-0.4116053314993925,-0.32909192937469267,-0.19262491386775235,0.0
749,1.4,1.5521901499525355,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1732220049499175,-0.2903182377979835,-0.38914196655319633,-0.4412246824233237,-0.4412246824233237,-0.4113107177312402,-0.32885643933118947,-0.19248720719083873,0.0
750,1.4,1.552361351042406,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17333488998831983,-0.29010747937472664,-0.388859358830898,-0.4409042082222497,-0.4409042082222497,-0.4110119923289795,-0.3286176619007432,-0.19234757633038657,0.0
751,1.4,1.5525348517012767,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1734460411133971,-0.28989382093046817,-0.38857286392805,-0.4405793265814644,-0.4405793265814644,-0.4107091583004225,-0.32837559948756506,-0.19220602269232542,0.0
752,1.4,1.5527106502228367,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17355545722230759,-0.2896772646162926,-0.38828248472903726,-0.44025004077182156,-0.44025004077182156,-0.41040221869445265,-0.32813025452870415,-0.19206254770180553,0.0
753,1.4,1.5528887448778048,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17366313722956533,-0.2894578126122525,-0.3879882241570732,-0.4399163541082,-0.4399163541082,-0.41009117660099387,-0.3278816294940227,-0.19191715280318358,0.0
754,1.4,1.5530691339139477,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17376908006705075,-0.28923546712734627,-0.3876900851741704,-0.43957826994947075,-0.43957826994947075,-0.40977603515097955,-0.32762972688617154,-0.19176983946000808,0.0
755,1.4,1.5532518155560964,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1738732846840213,-0.2890102303994962,-0.3873880707811108,-0.4392357916984628,-0.4392357916984628,-0.40945679751632097,-0.3273745492405645,-0.1916206091550047,0.0
756,1.4,1.553436788006165,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17397575004712193,-0.28878210469552573,-0.38708218401741534,-0.43888892280192904,-0.43888892280192904,-0.4091334669098754,-0.32711609912535333,-0.1914694633900613,0.0
757,1.4,1.5536240494431683,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17407647514039526,-0.28855109231113685,-0.3867724279613135,-0.4385376667505118,-0.4385376667505118,-0.40880604658541375,-0.3268543791414015,-0.19131640368621283,0.0
758,1.4,1.5538135980232408,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1741754589652917,-0.28831719557088675,-0.38645880572971236,-0.4381820270787073,-0.4381820270787073,-0.4084745398375879,-0.3265893919222581,-0.19116143158362603,0.0
759,1.4,1.5540054318796543,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1742727005406794,-0.28808041682816465,-0.3861413204781651,-0.43782200736483035,-0.43782200736483035,-0.4081389500018974,-0.3263211401341316,-0.1910045486415839,0.0
760,1.4,1.5541995491228375,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1743681989028538,-0.287840758465168,-0.3858199754008393,-0.4374576112309783,-0.4374576112309783,-0.4077992804546561,-0.3260496264758627,-0.19084575643847004,0.0
761,1.4,1.5543959478403946,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17446195310554735,-0.2875982228928785,-0.38549477373048485,-0.43708884234299467,-0.43708884234299467,-0.4074555346129579,-0.32577485367889736,-0.19068505657175283,0.0
762,1.4,1.5545946260971244,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17455396221993885,-0.28735281255103795,-0.38516571873840144,-0.436715704410432,-0.436715704410432,-0.40710771593464284,-0.3254968245072592,-0.19052245065796924,0.0
763,1.4,1.5547955819350403,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1746442253346626,-0.2871045299081236,-0.38483281373440564,-0.43633820118651495,-0.43633820118651495,-0.4067558279182618,-0.3252155417575218,-0.19035794033270864,0.0
764,1.4,1.5549988133733892,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1747327415558174,-0.28685337746132333,-0.3844960620667975,-0.4359563364681021,-0.4359563364681021,-0.4063998741030417,-0.32493100825878063,-0.19019152725059632,0.0
765,1.4,1.5552043184086726,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17481951000697554,-0.28659935773651074,-0.384155467122327,-0.4355701140956482,-0.4355701140956482,-0.4060398580688496,-0.3246432268726243,-0.19002321308527692,0.0
766,1.4,1.5554120950146657,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17490452982919136,-0.2863424732882194,-0.38381103232616004,-0.4351795379531652,-0.4351795379531652,-0.405675783436157,-0.3243522004931062,-0.1898529995293975,0.0
767,1.4,1.5556221411424378,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17498780018100976,-0.28608272669961743,-0.3834627611418438,-0.4347846119681834,-0.4347846119681834,-0.4053076538660032,-0.32405793204671507,-0.18968088829459054,0.0
768,1.4,1.555834454720374,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1750693202384746,-0.2858201205824814,-0.38311065707127206,-0.4343853401117118,-0.4343853401117118,-0.4049354730599586,-0.3237604244923457,-0.18950688111145683,0.0
769,1.4,1.5560490336541943,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17514908919513678,-0.28555465757717013,-0.38275472365464996,-0.4339817263981984,-0.4339817263981984,-0.4045592447600874,-0.3234596808212692,-0.1893309797295479,0.0
770,1.4,1.5562658758269763,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1752271062620622,-0.28528634035259814,-0.3823949644704584,-0.43357377488548954,-0.43357377488548954,-0.4041789727489101,-0.3231557040571028,-0.18915318591734862,0.0
771,1.4,1.5564849790991757,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1753033706678397,-0.2850151716062087,-0.38203138313541807,-0.4331614896747894,-0.4331614896747894,-0.40379466084936544,-0.3228484972557797,-0.1889735014622592,0.0
772,1.4,1.5567063413086475,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17537788165858845,-0.28474115406394696,-0.38166398330445306,-0.4327448749106186,-0.4327448749106186,-0.40340631292477175,-0.322538063505518,-0.18879192817057744,0.0
773,1.4,1.5569299602706688,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1754506384979657,-0.28446429048023225,-0.38129276867065415,-0.43232393478077247,-0.43232393478077247,-0.4030139328787884,-0.32222440592679,-0.18860846786748042,0.0
774,1.4,1.5571558337779596,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17552164046717375,-0.2841845836379307,-0.38091774296524167,-0.4318986735162792,-0.4318986735162792,-0.40261752465537654,-0.32190752767229064,-0.18842312239700626,0.0
775,1.4,1.5573839596007055,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1755908868649673,-0.28390203634832695,-0.3805389099575281,-0.4314690953913571,-0.4314690953913571,-0.40221709223875923,-0.3215874319269058,-0.18823589362203547,0.0
776,1.4,1.5576143354865803,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17565837700766018,-0.28361665145109616,-0.38015627345487996,-0.4310352047233717,-0.4310352047233717,-0.4018126396533816,-0.32126412190768044,-0.18804678342427233,0.0
777,1.4,1.5578469591607684,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17572411022913229,-0.28332843181427536,-0.3797698373026798,-0.4305970058727924,-0.4305970058727924,-0.4014041709638704,-0.3209376008637861,-0.18785579370422595,0.0
778,1.4,1.5580818283259874,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.175788085880836,-0.2830373803342346,-0.3793796053842874,-0.4301545032431487,-0.4301545032431487,-0.40099169027499293,-0.32060787207648833,-0.18766292638119111,0.0
779,1.4,1.5583189406625122,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17585030333180265,-0.2827434999356479,-0.3789855816210007,-0.4297077012809856,-0.4297077012809856,-0.4005752017316162,-0.32027493885911373,-0.1874681833932291,0.0
780,1.4,1.5585582938281966,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17591076196864872,-0.28244679357146385,-0.37858776997201665,-0.4292566044758196,-0.4292566044758196,-0.4001547095186649,-0.3199388045570167,-0.1872715666971481,0.0
781,1.4,1.5587998854584986,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1759694611955819,-0.2821472642228759,-0.3781861744343911,-0.4288012173600928,-0.4288012173600928,-0.39973021786107943,-0.3195994725475455,-0.18707307826848357,0.0
782,1.4,1.559043713166503,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.176026400434407,-0.2818449148992925,-0.37778079904299894,-0.428341544509128,-0.428341544509128,-0.39930173102377364,-0.31925694624000894,-0.1868727201014785,0.0
783,1.4,1.5592897745429457,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1760815791245316,-0.28153974863830666,-0.37737164787049327,-0.4278775905410823,-0.4278775905410823,-0.39886925331159184,-0.3189112290756415,-0.1866704942090633,0.0
784,1.4,1.5595380671562384,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17613499672297148,-0.2812317685056658,-0.37695872502726474,-0.4274093601169011,-0.4274093601169011,-0.39843278906926544,-0.31856232452756916,-0.18646640262283543,0.0
785,1.4,1.559788588552492,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17618665270435613,-0.2809209775952405,-0.3765420346614002,-0.42693685794027086,-0.42693685794027086,-0.39799234268136957,-0.31821023610077426,-0.18626044739303926,0.0
786,1.4,1.5600413362555423,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17623654656093382,-0.2806073790289938,-0.37612158095864084,-0.4264600887575721,-0.4264600887575721,-0.39754791857227884,-0.3178549673320605,-0.18605263058854532,0.0
787,1.4,1.5602963077669743,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17628467780257664,-0.2802909759569497,-0.37569736814234045,-0.42597905735783165,-0.42597905735783165,-0.3970995212061229,-0.31749652179001725,-0.1858429542968295,0.0
788,1.4,1.560553500566147,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17633104595678523,-0.27997177155716135,-0.37526940047342267,-0.4254937685726746,-0.4254937685726746,-0.39664715508674175,-0.3171349030749838,-0.18563142062395221,0.0
789,1.4,1.56081291211022,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17637565056869348,-0.27964976903567945,-0.37483768225033853,-0.4250042272762758,-0.4250042272762758,-0.39619082475764034,-0.3167701148190132,-0.18541803169453702,0.0
790,1.4,1.5610745398341777,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17641849120107297,-0.27932497162651976,-0.374402217809023,-0.4245104383853107,-0.4245104383853107,-0.395730534801943,-0.31640216068583565,-0.18520278965174955,0.0
791,1.4,1.5613383811508552,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1764595674343373,-0.27899738259163087,-0.37396301152285155,-0.42401240685890623,-0.42401240685890623,-0.3952662898423474,-0.3160310443708219,-0.18498569665727577,0.0
792,1.4,1.561604433450965,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1764988788665461,-0.27866700522086124,-0.37352006780259633,-0.4235101376985908,-0.4235101376985908,-0.39479809454107817,-0.3156567696009461,-0.18476675489130037,0.0
793,1.4,1.5618726941031225,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17653642511340908,-0.27833384283192625,-0.3730733910963817,-0.4230036359482442,-0.4230036359482442,-0.3943259535998401,-0.31527934013474807,-0.1845459665524849,0.0
794,1.4,1.562143160453873,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1765722058082897,-0.2779978987703749,-0.37262298588963966,-0.4224929066940468,-0.4224929066940468,-0.39384987175977065,-0.31489875976229603,-0.1843233338579456,0.0
795,1.4,1.562415829827718,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17660622060220876,-0.2776591764095561,-0.3721688567050647,-0.4219779550644288,-0.4219779550644288,-0.39336985380139283,-0.3145150323051482,-0.1840988590432312,0.0
796,1.4,1.5626906995271423,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17663846916384784,-0.2773176791505851,-0.37171100810256863,-0.42145878623001826,-0.42145878623001826,-0.3928859045445668,-0.3141281616163146,-0.18387254436230044,0.0
797,1.4,1.5629677668326407,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17666895117955247,-0.27697341042230883,-0.37124944467923454,-0.4209354054035896,-0.4209354054035896,-0.3923980288484416,-0.31373815158021834,-0.18364439208749947,0.0
798,1.4,1.5632470290027458,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17669766635333523,-0.27662637368127196,-0.3707841710692708,-0.420407817840011,-0.420407817840011,-0.3919062316114064,-0.3133450061126564,-0.183414404509539,0.0
799,1.4,1.563528483274055,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17672461440687856,-0.276276572411682,-0.3703151919439644,-0.41987602883619185,-0.41987602883619185,-0.3914105177710413,-0.3129487291607607,-0.1831825839374713,0.0
800,1.4,1.5638121268612586,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17674979507953756,-0.2759240101253743,-0.3698425120116342,-0.41934004373102934,-0.41934004373102934,-0.39091089230406767,-0.3125493247029582,-0.1829489326986671,0.0
801,1.4,1.5640979569571676,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1767732081283424,-0.2755686903617768,-0.36936613601758356,-0.41879986790535506,-0.41879986790535506,-0.39040736022629835,-0.3121467967489309,-0.18271345313879211,0.0
802,1.4,1.5643859707327419,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17679485332800074,-0.27521061668787444,-0.36888606874405266,-0.41825550678188084,-0.41825550678188084,-0.38989992659258715,-0.3117411493395759,-0.18247614762178352,0.0
803,1.4,1.564676165337119,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1768147304708998,-0.2748497926981736,-0.36840231501017073,-0.41770696582514444,-0.41770696582514444,-0.3893885964967782,-0.31133238654696455,-0.1822370185298263,0.0
804,1.4,1.5649685378976423,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17683283936710842,-0.2744862220146657,-0.36791487967190734,-0.41715425054145455,-0.41715425054145455,-0.38887337507165476,-0.3109205124743017,-0.18199606826332923,0.0
805,1.4,1.56526308551989,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1768491798443789,-0.2741199082867911,-0.36742376762202394,-0.41659736647883566,-0.41659736647883566,-0.3883542674888877,-0.3105055312558845,-0.18175329924090086,0.0
806,1.4,1.5655598052877038,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17686375174814853,-0.2737508551914023,-0.3669289837900246,-0.4160363192269723,-0.4160363192269723,-0.38783127895898367,-0.31008744705706076,-0.1815087138993252,0.0
807,1.4,1.565858694263219,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17687655494154117,-0.273379066432727,-0.36643053314210644,-0.41547111441715295,-0.41547111441715295,-0.3873044147312327,-0.30966626407418746,-0.18126231469353726,0.0
808,1.4,1.5661597494868933,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17688758930536844,-0.27300454574233124,-0.36592842068111014,-0.4149017577222135,-0.4149017577222135,-0.3867736800936556,-0.30924198653458834,-0.1810141040965984,0.0
809,1.4,1.5664629679775368,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17689685473813083,-0.27262729687908144,-0.36542265144646935,-0.4143282548564803,-0.4143282548564803,-0.3862390803729507,-0.3088146186965116,-0.18076408459967158,0.0
810,1.4,1.5667683467323417,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17690435115601866,-0.2722473236291072,-0.36491323051416025,-0.4137506115757128,-0.4137506115757128,-0.3857006209344407,-0.3083841648490871,-0.18051225871199625,0.0
811,1.4,1.5670758827269127,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17691007849291285,-0.2718646298057629,-0.3644001629966507,-0.413168833677046,-0.413168833677046,-0.38515830718201854,-0.30795062931228334,-0.18025862896086323,0.0
812,1.4,1.567385572915297,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1769140367003854,-0.2714792192495897,-0.3638834540428487,-0.4125829269989319,-0.4125829269989319,-0.38461214455809334,-0.3075140164368641,-0.18000319789158936,0.0
813,1.4,1.5676974142300155,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17691622574769994,-0.27109109582827673,-0.3633631088380511,-0.4119928974210812,-0.4119928974210812,-0.38406213854353566,-0.3070743306043449,-0.1797459680674919,0.0
814,1.4,1.568011403582093,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17691664562181175,-0.2707002634366226,-0.36283913260389117,-0.4113987508644042,-0.4113987508644042,-0.3835082946576226,-0.3066315762269488,-0.1794869420698629,0.0
815,1.4,1.5683275378610888,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.176915296327368,-0.2703067259964961,-0.3623115305982863,-0.4108004932909513,-0.4108004932909513,-0.3829506184579824,-0.30618575774756235,-0.1792261224979432,0.0
816,1.4,1.5686458139351294,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17691217788670743,-0.2699104874567968,-0.36178030811538553,-0.4101981307038534,-0.4101981307038534,-0.3823891155405386,-0.3057368796396908,-0.17896351196889637,0.0
817,1.4,1.5689662286509385,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1769072903398602,-0.2695115517934156,-0.361245470485516,-0.4095916691472614,-0.4095916691472614,-0.381823791539454,-0.3052849464074134,-0.1786991131177825,0.0
818,1.4,1.5692887788338694,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1769006337445473,-0.26910992300919484,-0.36070702307512975,-0.40898111470628573,-0.40898111470628573,-0.38125465212707405,-0.30482996258533807,-0.1784329285975317,0.0
819,1.4,1.5696134612879362,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17689220817617993,-0.26870560513388786,-0.3601649712867498,-0.40836647350693517,-0.40836647350693517,-0.38068170301386983,-0.304371932738556,-0.17816496107891755,0.0
820,1.4,1.569940272795847,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17688201372785864,-0.26829860222411894,-0.35961932055891593,-0.40774775171605554,-0.40774775171605554,-0.38010494994838107,-0.30391086146259577,-0.17789521325053018,0.0
821,1.4,1.5702692101190343,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1768700505103723,-0.26788891836334233,-0.35907007636613014,-0.4071249555412677,-0.4071249555412677,-0.37952439871715815,-0.3034467533833773,-0.17762368781874946,0.0
822,1.4,1.57060026999769,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17685631865219695,-0.2674765576618014,-0.3585172442188016,-0.40649809123090536,-0.40649809123090536,-0.3789400551447042,-0.3029796131571654,-0.1773503875077177,0.0
823,1.4,1.5709334491507956,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17684081829949438,-0.2670615242564873,-0.35796082966319165,-0.4058671650739522,-0.4058671650739522,-0.3783519250934167,-0.30250944547052305,-0.17707531505931243,0.0
824,1.4,1.5712687442761568,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17682354961611058,-0.26664382231109773,-0.3574008382813578,-0.40523218339997913,-0.40523218339997913,-0.3777600144635285,-0.30203625504026443,-0.17679847323311879,0.0
825,1.4,1.571606152050436,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17680451278357404,-0.2662234560159948,-0.3568372756910981,-0.4045931525790804,-0.4045931525790804,-0.3771643291930488,-0.3015600466134076,-0.17651986480640194,0.0
826,1.4,1.571945669129186,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1767837080010938,-0.26580042958816313,-0.35627014754589437,-0.40395007902181,-0.40395007902181,-0.37656487525770355,-0.3010808249671267,-0.17623949257407917,0.0
827,1.4,1.5722872921468827,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1767611354855575,-0.2653747472711677,-0.35569945953485593,-0.4033029691791172,-0.4033029691791172,-0.3759616586708754,-0.3005985949087044,-0.17595735934869183,0.0
828,1.4,1.5726310177169596,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1767367954715289,-0.2649464133351112,-0.35512521738266223,-0.40265182954228174,-0.40265182954228174,-0.37535468548354345,-0.30011336127548327,-0.17567346796037714,0.0
829,1.4,1.572976842431842,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.17671068821124566,-0.264515432076591,-0.35454742684950546,-0.4019966666428491,-0.4019966666428491,-0.3747439617842226,-0.2996251289348176,-0.17538782125683977,0.0
830,1.4,1.5733247628629805,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.6999999999999997,0.0,-0.1766828139746166,-0.2640818078186563,-0.3539660937310329,-0.4013374870525645,-0.4013374870525645,-0.3741294936989024,-0.29913390278402424,-0.17510042210332336,0.0
